3.05	20.4
3.16	19.7
3.18	18
3.31	19.7
3.18	18.5
3.18	19.6
3.18	20.3
3.18	20.7
3.09	18.8
3.02	18.6
2.95	19.6
3.05	20.4
2.84	20.2
2.92	20.6
2.97	21.3
2.88	18.8
2.88	19
2.6	17.4
3.27	22.7
2.99	21.4
2.99	19.4
2.99	18.2
2.98	19.4
2.97	18.6
2.95	20.6
2.95	20.1
2.95	19.3
2.95	19.7
2.93	20.5
2.93	18.3
2.92	20.2
2.92	19.2
2.92	20.1
2.92	20.3
2.92	19.2
2.91	19.9
2.91	19.3
2.91	19.8
2.91	19.4
2.91	21.5
2.91	20
2.91	19.7
2.91	18
2.91	21.6
2.9	20.7
2.9	18.3
2.89	20.6
2.89	20.5
2.89	19.5
2.89	19.3
2.89	19.2
2.89	18.5
2.89	19.7
2.89	19.6
2.89	19
2.88	21.2
2.88	20.8
2.88	20.1
2.88	19.7
2.88	19.5
2.88	18.4
2.88	20.3
2.88	19.6
2.87	19.2
2.86	19.8
2.86	18.2
2.86	19.2
2.85	18.4
2.85	18.2
2.85	19.9
2.85	19.3
2.85	18.4
2.84	16.5
2.84	18
2.84	19.1
2.84	18.9
2.83	19
2.83	18.5
2.83	18.2
2.83	17.4
2.83	17.5
2.81	17
2.81	18.6
2.81	17.9
2.78	19.3
2.76	16.8
2.74	18.4
2.73	18.3
2.73	17.6
3.05	20.3
3.18	23.4
3.58	23.7
3.58	21.8
3.27	21.4
3.24	20.7
3.23	20.3
3.18	20.4
3.18	20.4
3.14	20.8
3.11	20
3.08	20.1
3.06	20.6
3.03	20.4
3.03	20.3
2.99	19.8
2.97	20.4
2.91	19.4
2.89	19.5
2.85	19.7
2.85	19.1
2.84	19.2
2.83	18.1
2.81	18.9
2.79	17.6
2.78	17.9
2.78	17.1
2.76	17.5
2.76	18.6
2.76	17.7
2.74	19.3
2.72	17.9
2.7	17.4
3.02	19.8
3.6	23.7
3.4	22.9
3.4	22.1
3.4	22
3.36	22.6
3.36	22.1
3.36	22
3.31	23.1
3.31	22.4
3.31	22.4
2.9	19
2.68	19.1
2.71	18.7
2.54	19.3
2.81	19.8
2.88	19.9
2.93	19.9
3.32	20.2
3.3	19.5
3.22	19.7
3.1	19
3.04	19.6
2.95	20.6
2.89	19.9
2.89	19.4
2.81	18.7
2.8	18.6
2.79	17.8
2.74	17.5
2.71	18.2
2.95	19.8
3.03	20.9
3.03	19.9
2.87	19.5
2.98	19.6
3.12	21
2.98	19.4
2.76	19.5
2.76	19.5
2.89	19.8
3.13	19.7
3.13	20.5
3.12	20.5
3.12	21.4
3.12	21
2.99	19.6
2.9	18.2
2.89	18.5
2.88	18.7
2.88	18.4
2.85	17.8
2.77	18
2.76	17.6
2.68	17
2.66	17.7
2.62	17.2
2.58	16.3
2.53	16.6
3.43	20.7
3.42	21.5
3.41	21.4
3.39	22
3.36	20.9
3.35	21.6
3.33	21.4
3.33	21.7
3.31	22.7
3.26	21.1
3.2	21.6
3.1	21.5
3.07	18.8
3.06	19.1
3.04	19
3.03	18.4
2.98	18.8
2.94	18.2
2.93	20
2.83	18.5
2.82	17.6
2.81	18.5
2.75	17.5
2.74	18
2.72	16.9
2.7	17.1
2.68	16.6
3.3	23.5
3.29	24.1
3.28	22.1
3.19	21.5
3.19	21.7
3.18	22.8
3.07	20
3.06	21.7
3.05	19.9
2.99	20.7
2.88	18.2
2.77	19.3
3.1	20.5
3.05	19.4
3.02	20.3
2.98	19.2
2.98	18.1
2.88	19.3
2.85	18.6
2.85	19.7
2.84	18.4
2.81	17
2.72	15.5
3.32	22.9
2.72	19.5
3.28	19.9
3.06	18.9
3.09	19.8
3.18	21.2
3.46	23.1
3.44	22.4
3.35	21.9
3.26	22.9
3.29	22.5
3.14	22.1
3.1	21.9
2.94	22.3
2.87	20.9
2.8	19.9
2.78	18.2
3.18	21.8
2.75	18.1
2.96	20
3.23	21.9
2.65	17.2
3.28	22.8
2.67	16
2.65	17.6
2.64	17.6
3.27	22.7
2.69	17.8
3.12	19.7
3.23	22
2.82	16.2
2.82	16.8
3.4	22.3
2.9	18.6
3.12	22.4
3.17	19.9
2.95	19.3
2.9	17.3
3.12	19.2
3.05	17.9
3.16	20.2
3.17	20.1
3.2	20.4
3.33	22.8
3.21	20.3
3.26	21.6
