-9.4	-28.25
-9.4	-26.72
-9.4	-26.05
-9.4	-29.39
-9.4	-27.97
-9.4	-27.58
-6.52	-28.36
-6.52	-27.79
-6.52	-28.26
-6.52	-29.21
-6.52	-28.74
-6.52	-28.45
-7.85	-31.1
-7.85	-26.5
-7.85	-28.3
-7.85	-26.3
-7.85	-25.4
-7.85	-25.8
-7.85	-28.9
-8.65	-31.9
-8.65	-29.7
-8.65	-28.2
-8.65	-26.8
-8.65	-31.6
-8.65	-29.1
-8.7	-32.4
-8.7	-27.2
-8.7	-29.6
-8.7	-27.9
-8.7	-27.9
-8.7	-28.7
-8.7	-30.2
-9.55	-31
-9.55	-31.8
-9.55	-31.8
-9.55	-35.9
-9.55	-32
-7.85	-26.05
-7.85	-27.94
-7.85	-25.34
-7.85	-28.65
-7.85	-24.63
-7.85	-27.23
-7.85	-24.63
-7.85	-28.89
-8	-27.87
-8	-27.61
-8	-28.01
-8	-27.46
-8	-26.02
-8	-27.36
-8	-29.3
-8	-27.74
-6.7	-26.4
-6.86	-26.5
-7.03	-26.6
-7.19	-26.7
-7.35	-26.8
-7.51	-26.85
-7.68	-26.9
-7.84	-26.95
-8	-27
-7.85	-23.86
-7.85	-25.39
-8	-27.83
-8	-24.87
-8	-27.64
-8	-24.77
-8	-27.74
-8	-25.06
-8	-27.45
-8	-26.97
-8	-26.59
-8	-24.39
-8	-27.07
-8	-25.73
-8	-26.02
-8	-23.91
-8	-27.93
-8	-24.68
-8	-25.35
-8	-24.29
-8	-26.78
-8	-24.01
-8	-26.02
-8	-23.14
-8	-26.59
-8	-23.72
-8	-24.87
-8	-27.26
-8	-26.31
-8	-23.53
-8	-23.43
-8	-26.11
-7.85	-21.45
-7.85	-25.39
-7.85	-27.3
-7.85	-29.97
-7.85	-24.43
-7.85	-25.39
-7.85	-26.35
-7.85	-24
-7.85	-27.5
-7.85	-26
-7.85	-27.2
-8	-27.11
-8	-27.4
-8	-27.4
-8	-27.49
-8	-27.49
-8	-27.59
-8	-27.88
-8	-28.26
-7.85	-29.49
-7.85	-29.4
-7.85	-29.3
-7.85	-29.21
-7.85	-29.21
-7.85	-29.11
-7.85	-29.11
-7.85	-29.11
-7.85	-29.11
-7.85	-29.11
-7.85	-29.11
-7.85	-29.11
-7.85	-29.11
-7.85	-29.11
-7.85	-29.02
-7.85	-29.02
-7.85	-28.92
-7.85	-28.92
-7.85	-28.92
-7.85	-28.92
-7.85	-28.92
-7.85	-28.92
-7.85	-28.83
-7.85	-28.83
-7.85	-28.83
-7.85	-28.73
-7.85	-28.73
-7.85	-28.73
-7.85	-28.64
-7.85	-28.64
-7.85	-28.64
-7.85	-28.64
-7.85	-28.64
-7.85	-28.64
-7.85	-28.54
-7.85	-28.54
-7.85	-28.54
-7.85	-28.54
-7.85	-28.54
-7.85	-28.54
-7.85	-28.35
-8	-27.16
-8	-25.44
-8	-30.49
-8	-27.82
-8	-26.81
-8	-29.57
-8	-29.52
-8	-26.44
-8	-26.54
-8	-26.44
-8	-26.64
-8	-26.73
-8	-27.3
-8	-27.88
-8	-26.73
-8	-26.92
-8	-26.83
-8	-27.11
-8	-27.59
-8	-25.49
-8	-25.01
-8	-25.58
-8	-25.49
-8	-25.78
-7.7	-29.18
-7.7	-28.93
-7.7	-26.87
-7.85	-27.9
-7.85	-26.4
-7.85	-25.1
-7.85	-26.6
-7.85	-25.4
-7.85	-24.5
-7.85	-26.1
-7.85	-25
-7.85	-24.7
-7.85	-28.97
-7.85	-25.91
-7.85	-26.24
-7.85	-26.91
-7.85	-27.43
-7.85	-26.59
-7.85	-26.42
-7.85	-28.92
-7.85	-28
-8	-25.7
-7.85	-28.7
-7.85	-28.1
-7.85	-27
-7.85	-27.4
-7.85	-25.7
-7.85	-28.8
-7.85	-27.6
-7.85	-26.9
-7.85	-27.3
-7.85	-26.8
-7.85	-26.9
-7.85	-26.5
-7.85	-27.5
-7.85	-28.1
-7.85	-26.7
-7.85	-24.8
-7.85	-26.8
-7.85	-27.6
-7.85	-28.5
-7.85	-24.1
-7.85	-26.05
-7.85	-26.01
-7.85	-26.21
-7.85	-26.19
-7.85	-26.44
-7.85	-26.23
-7.85	-26.34
-7.85	-26.53
-7.85	-26.39
-7.85	-26.32
-7.85	-27.4
-7.85	-26.8
-7.85	-26.8
-7.85	-26.8
-7.85	-25.7
-7.85	-25
-6.4	-26.48
-6.4	-25.39
-6.4	-25.06
-6.4	-27
-6.4	-25.87
-6.4	-26.06
-6.4	-25.08
-6.4	-24.34
-6.4	-26.18
-6.4	-23.28
-6.4	-26.81
-6.4	-26.91
-6.5	-25.88
-6.5	-26.53
-6.5	-26.56
-6.5	-26.55
-6.5	-25.93
-6.5	-26.56
-6.5	-26.95
-6.5	-25.9
-6.5	-24.41
-6.5	-23.1
-6.5	-26.92
-6.5	-24.02
-6.8	-24.62
-6.8	-27.31
-6.8	-26.16
-6.8	-27.05
-6.8	-28.68
-6.8	-27.21
-6.8	-25.22
-6.8	-23.29
-6.8	-26.05
-6.8	-26.07
-6.8	-26.94
-6.8	-26.9
-7.8	-24.72
-7.8	-24.5
-7.8	-29.94
-7.8	-27.61
-7.8	-25.54
-7.8	-28.82
-7.8	-25.96
-7.8	-23.67
-7.8	-26.84
-7.8	-25.77
-7.8	-27.61
-7.8	-25.43
-8	-26.97
-8	-26.21
-8	-26.59
-8	-26.21
-8	-27.16
-8	-25.54
-8	-26.4
-8	-27.93
-8	-25.92
-8	-29.64
-8	-27.16
-8	-28.4
-8	-26.78
-8	-26.78
-8	-28.97
-8	-28.78
-8	-26.78
-8	-26.02
-8	-26.5
-8	-26.4
-8	-26.88
-8	-26.11
-8	-27.74
-8	-27.45
-8	-26.88
-8	-27.07
-8	-26.59
-8	-27.55
-8	-25.54
-8	-27.55
-8	-25.54
-8	-27.55
-8	-27.26
-8	-28.12
-8	-27.26
-8	-26.88
-8	-26.21
-8	-26.78
-8	-25.54
-8	-26.69
-7.85	-30.3
-7.85	-30.5
-7.85	-31.1
-7.85	-32
-7.85	-30.5
-7.85	-29.5
-7.85	-30.5
-7.85	-30.5
-7.85	-31.4
-7.85	-32.4
-7.85	-29.9
-7.85	-29.2
-7.85	-25.8
-7.85	-25.9
-7.85	-26
-7.85	-26.3
-7.85	-27.6
-7.85	-28.8
-7.85	-28.9
-7.85	-28.9
-6.4	-23.3
-6.4	-24.45
-6.4	-25.21
-7.9	-28.26
-7.9	-29.21
-7.9	-29.11
-7.9	-29.02
-8	-27.02
-8	-27.37
-8	-25.58
-8	-27.16
-8	-26.46
-8	-27.88
-7.85	-28.35
-7.85	-27.97
-7.85	-27.21
-7.85	-26.73
-7.85	-28.16
-7.85	-26.73
-7.85	-28.16
-7.85	-25.97
-8	-27.89
-8	-27.37
-8	-28.79
-8	-28.83
-8	-27.61
-8	-27.4
-8	-27.1
-8	-27.25
-8	-28.22
-8	-28.99
-8	-27.69
-8	-27.51
-8	-28.09
-8	-27.02
-8	-27.48
-8	-27.25
-8	-27.35
-8	-28.53
-8	-28.72
-8	-29.62
-8	-28.76
-8	-28.81
-8	-28.49
-8	-28.24
-8	-28.93
-8	-26.33
-8	-26.78
-8	-27.15
-8	-27.2
-8	-28.63
